May 29, 2018   16:44:18
Cyclic Voltammetry
File: cv 100mvs shake
Data Source:  Experiment
Instrument Model:  CHI614B
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.5
Low E (V) = -0.1
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 8
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:
Ep = 0.452V
Eh = 0.439V
ip = -2.347e-5A
Ah = -5.752e-6C

Segment 7:
Ep = -0.045V
Eh = -0.026V
ip = 1.792e-5A
Ah = 5.777e-6C

Segment 8:

Potential/V, Current/A, Charge/C

Segment 1:
-0.001	8.745e-5	8.745e-7
-0.002	8.746e-5	1.749e-6
-0.003	8.680e-5	2.617e-6
-0.004	8.585e-5	3.476e-6
-0.005	8.500e-5	4.325e-6
-0.006	8.424e-5	5.168e-6
-0.007	8.360e-5	6.004e-6
-0.008	8.322e-5	6.836e-6
-0.009	8.321e-5	7.668e-6
-0.010	8.353e-5	8.504e-6
-0.011	8.372e-5	9.341e-6
-0.012	8.390e-5	1.018e-5
-0.013	8.389e-5	1.102e-5
-0.014	8.425e-5	1.186e-5
-0.015	8.520e-5	1.271e-5
-0.016	8.638e-5	1.358e-5
-0.017	8.785e-5	1.446e-5
-0.018	8.988e-5	1.535e-5
-0.019	9.225e-5	1.628e-5
-0.020	9.408e-5	1.722e-5
-0.021	9.481e-5	1.817e-5
-0.022	9.463e-5	1.911e-5
-0.023	9.401e-5	2.005e-5
-0.024	9.325e-5	2.098e-5
-0.025	9.220e-5	2.191e-5
-0.026	9.126e-5	2.282e-5
-0.027	9.069e-5	2.373e-5
-0.028	9.039e-5	2.463e-5
-0.029	9.032e-5	2.553e-5
-0.030	9.006e-5	2.643e-5
-0.031	8.991e-5	2.733e-5
-0.032	9.032e-5	2.824e-5
-0.033	9.134e-5	2.915e-5
-0.034	9.305e-5	3.008e-5
-0.035	9.531e-5	3.103e-5
-0.036	9.747e-5	3.201e-5
-0.037	9.960e-5	3.300e-5
-0.038	1.015e-4	3.402e-5
-0.039	1.027e-4	3.505e-5
-0.040	1.029e-4	3.607e-5
-0.041	1.019e-4	3.709e-5
-0.042	1.005e-4	3.810e-5
-0.043	9.878e-5	3.909e-5
-0.044	9.690e-5	4.006e-5
-0.045	9.531e-5	4.101e-5
-0.046	9.408e-5	4.195e-5
-0.047	9.318e-5	4.288e-5
-0.048	9.240e-5	4.380e-5
-0.049	9.221e-5	4.473e-5
-0.050	9.265e-5	4.565e-5
-0.051	9.398e-5	4.659e-5
-0.052	9.633e-5	4.756e-5
-0.053	1.003e-4	4.856e-5
-0.054	1.040e-4	4.960e-5
-0.055	1.066e-4	5.067e-5
-0.056	1.080e-4	5.175e-5
-0.057	1.080e-4	5.283e-5
-0.058	1.071e-4	5.390e-5
-0.059	1.054e-4	5.495e-5
-0.060	1.035e-4	5.599e-5
-0.061	1.011e-4	5.700e-5
-0.062	9.864e-5	5.798e-5
-0.063	9.655e-5	5.895e-5
-0.064	9.514e-5	5.990e-5
-0.065	9.414e-5	6.084e-5
-0.066	9.340e-5	6.178e-5
-0.067	9.326e-5	6.271e-5
-0.068	9.382e-5	6.365e-5
-0.069	9.572e-5	6.460e-5
-0.070	9.891e-5	6.559e-5
-0.071	1.026e-4	6.662e-5
-0.072	1.063e-4	6.768e-5
-0.073	1.094e-4	6.878e-5
-0.074	1.112e-4	6.989e-5
-0.075	1.114e-4	7.100e-5
-0.076	1.106e-4	7.211e-5
-0.077	1.091e-4	7.320e-5
-0.078	1.072e-4	7.427e-5
-0.079	1.046e-4	7.532e-5
-0.080	1.019e-4	7.634e-5
-0.081	9.948e-5	7.733e-5
-0.082	9.771e-5	7.831e-5
-0.083	9.661e-5	7.927e-5
-0.084	9.580e-5	8.023e-5
-0.085	9.520e-5	8.118e-5
-0.086	9.526e-5	8.214e-5
-0.087	9.657e-5	8.310e-5
-0.088	9.987e-5	8.410e-5
-0.089	1.051e-4	8.515e-5
-0.090	1.108e-4	8.626e-5
-0.091	1.163e-4	8.742e-5
-0.092	1.203e-4	8.863e-5
-0.093	1.218e-4	8.984e-5
-0.094	1.209e-4	9.105e-5
-0.095	1.188e-4	9.224e-5
-0.096	1.159e-4	9.340e-5
-0.097	1.126e-4	9.453e-5
-0.098	1.093e-4	9.562e-5
-0.099	1.061e-4	9.668e-5
-0.100	1.036e-4	9.772e-5

Segment 2:
-0.099	1.014e-4	9.873e-5
-0.098	1.000e-4	9.973e-5
-0.097	9.923e-5	1.007e-4
-0.096	9.920e-5	1.017e-4
-0.095	1.005e-4	1.027e-4
-0.094	1.027e-4	1.037e-4
-0.093	1.052e-4	1.048e-4
-0.092	1.078e-4	1.059e-4
-0.091	1.103e-4	1.070e-4
-0.090	1.123e-4	1.081e-4
-0.089	1.129e-4	1.092e-4
-0.088	1.121e-4	1.104e-4
-0.087	1.107e-4	1.115e-4
-0.086	1.090e-4	1.125e-4
-0.085	1.069e-4	1.136e-4
-0.084	1.048e-4	1.147e-4
-0.083	1.033e-4	1.157e-4
-0.082	1.023e-4	1.167e-4
-0.081	1.015e-4	1.177e-4
-0.080	1.008e-4	1.187e-4
-0.079	1.003e-4	1.197e-4
-0.078	1.002e-4	1.207e-4
-0.077	1.009e-4	1.218e-4
-0.076	1.024e-4	1.228e-4
-0.075	1.043e-4	1.238e-4
-0.074	1.068e-4	1.249e-4
-0.073	1.089e-4	1.260e-4
-0.072	1.099e-4	1.271e-4
